KN,US,US,O,O,UN,UN,N,UN,O,O,O,O,XN,XN,US,US,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,US,UN,S,N,N,XN,N,N,O,XN,XN,XN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,B,AS,UB,UN,B,B,N,US,B,US,UN,UN,UN,US,UN,UN,UN,US,UN,UN,UN,S,N,UAN,UAN,US,UB,XS,XS,O,UB,UB,B,O,UN,US,N,O
151,灵魂石(斧王),灵魂石,3,,20000,4000,3,,,,,,0,0,收集80个灵魂石，可以召唤英雄斧王。同时也是斧王进化的必备材料。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-HERO/Axe.png,7,,,,,1,1,0,10038,10065,10075,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,百货小店购买,,999,,,,Gold,,,,,,,,,,,,,,,,10038;10065;10075,,,,Soul,,,NO,NO,,灵魂石,1603500151,,,
152,灵魂石(小小),灵魂石,3,,20000,4000,3,,,,,,0,0,收集30个灵魂石，可以召唤英雄小小。同时也是小小进化的必备材料。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-HERO/Tiny.png,7,,,,,1,1,0,10042,10056,10091,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,百货小店购买;勇者之书1获取,,999,,,,Gold,,,,,,,,,,,,,,,,10042;10056;10091,,,,Soul,,,NO,NO,,灵魂石,1603500152,,,
153,灵魂石(神牛),灵魂石,3,,20000,4000,3,,,,,,0,0,收集80个灵魂石，可以召唤英雄神牛。同时也是神牛进化的必备材料。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-HERO/ES.png,7,,,,,1,1,0,10068,10074,10107,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,百货小店购买,,999,,,,Gold,,,,,,,,,,,,,,,,10068;10074;10107,,,,Soul,,,NO,NO,,灵魂石,1603500153,,,
154,灵魂石(月骑),灵魂石,3,,20000,4000,3,,,,,,0,0,收集80个灵魂石，可以召唤英雄月骑。同时也是月骑进化的必备材料。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-HERO/Luna.png,7,,,,,1,1,0,10061,10062,10066,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,百货小店购买,,999,,,,Gold,,,,,,,,,,,,,,,,10061;10062;10066,,,,Soul,,,NO,NO,,灵魂石,1603500154,,,
155,灵魂石(复仇),灵魂石,3,,20000,4000,3,,,,,,0,0,收集30个灵魂石，可以召唤英雄复仇。同时也是复仇进化的必备材料。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-HERO/VS.png,7,,,,,1,1,0,10059,10076,10095,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,百货小店购买,,999,,,,Gold,,,,,,,,,,,,,,,,10059;10076;10095,,,,Soul,,,NO,NO,,灵魂石,1603500155,,,
156,灵魂石(酒仙),灵魂石,3,,20000,4000,3,,,,,,0,0,收集80个灵魂石，可以召唤英雄酒仙。同时也是酒仙进化的必备材料。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-HERO/Panda.png,7,,,,,1,1,0,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,可从竞技场军需商店兑换获得;百货小店购买,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Soul,,,NO,NO,,灵魂石,1603500156,,,
157,灵魂石(小鹿),灵魂石,3,,20000,4000,3,,,,,,0,0,收集10个灵魂石，可以召唤英雄小鹿。同时也是小鹿进化的必备材料。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-HERO/Ench.png,7,,,,,1,1,0,10007,10022,10097,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,百货小店购买;勇者之书1获取,,999,,,,Gold,,,,,,,,,,,,,,,,10007;10022;10097,,,,Soul,,,NO,NO,,灵魂石,1603500157,,,
169,经验药水,消耗品,0,,2000,400,1,,,,,,0,0,吃了它可以获得60点英雄经验值。,每瓶药水中都困着一个鲜活的小萝莉,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/501.png,4,经验丹,60,,,1,1,0,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,1999,,,,Gold,,,,,,,,,,,,,,,,1;4;7;11;15;18;20;23;27;30,,,,Consumable,Exp,,NO,NO,,消耗品,2201500169,,,
170,小毒球,零件,2,275,275,137,2,3,,,,,0,0,,,,,,,,5,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/142.png,3,,,,,15,15,0,101,140,187,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,101;140;187;237;10036;10050;10067;10085,,,,Material,,,NO,NO,,零件,1902500170,,,
171,力量腰带,零件,2,450,450,225,2,5.4,,,,,0,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/107.png,4,,,,,2,10,2,42,117,181,4,5.4,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,42;117;181;254;10014;10042;10065;10092,,,,Material,,,NO,NO,,零件,1902500171,,,
172,敏捷皮靴,零件,2,450,450,225,2,5.4,,,,,0,0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/108.png,4,,,,,2,10,2,33,82,194,4,5.4,0,0,6,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,33;82;194;250;10011;10029;10069;10090,,,,Material,,,NO,NO,,零件,1902500172,,,
173,智力长袍,零件,2,450,450,225,2,5.4,,,,,0,0,,,,6,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/109.png,4,,,,,2,10,2,36,91,197,4,5.4,0,6,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,36;91;197;206;10012;10032;10070;10073,,,,Material,,,NO,NO,,零件,1902500173,,,
174,加速手套,零件,3,500,500,250,2,9.375,,,,,0,0,,单身青年必备,,,,,,,,,,7.5,,,,,,,,,,,,,,,,UI/DOTA-ITEM/124.png,4,,,,,2,10,2,48,58,170,6,9.375,0,0,0,0,0,0,0,0,0,7.5,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,48;58;170;10016;10020;10061,,,,Material,,,NO,NO,,零件,1902500174,,,
175,锁甲,零件,3,550,550,275,2,10,,,,,0,0,,银鳞胸甲，蓝色品质,,,,,,,,5,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/121.png,2,,,,,10,20,3,39,88,181,6,10,0,0,0,0,0,0,0,5,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,39;88;181;10013;10031;10065,,,,Material,,,NO,NO,,零件,1902500175,,,
176,魔抗斗篷,零件,3,550,550,275,2,10,,,,,0,0,,魔抗斗篷、满级红杖、肉山盾；同时拥有这三件圣器的人，会拥有挑战死神的力量,,,,,,,,,5,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/128.png,4,,,,,2,27,2,51,98,200,6,10,0,0,0,0,0,0,0,0,5,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,51;98;200;221;243;10017;10035;10071;10079;10087,,,,Material,,,NO,NO,,零件,1902500176,,,
177,治疗指环,零件,3,875,875,437,2,9,,,,,0,0,,,,,,,,,,,,,,150,,,,,,,,,,,,,,UI/DOTA-ITEM/136.png,4,,,,,10,20,3,53,66,152,6,9,0,0,0,0,0,0,0,0,0,0,0,150,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,53;66;152;10018;10023;10054,,,,Material,,,NO,NO,,零件,1902500177,,,
178,虚空宝石,零件,3,875,875,437,2,9,,,,,0,0,,,,,,,,,,,,,,,60,,,,,,,,,,,,,UI/DOTA-ITEM/137.png,4,,,,,2,11,2,48,109,197,6,9,0,0,0,0,0,0,0,0,0,0,0,0,60,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,48;109;197;261;10016;10039;10070;10094,,,,Material,,,NO,NO,,零件,1902500178,,,
179,吸血面具,零件,3,900,900,450,2,9,,,,,0,0,,没有比这更拉仇恨的了！,,,,,,,,,,,,,,,,,,15,,,,,,,,UI/DOTA-ITEM/125.png,4,,,,,2,11,2,55,104,184,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,15,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,55;104;184;214;246;10019;10037;10066;10072;10076,,,,Material,,,NO,NO,,零件,1902500179,,,
180,短棍,零件,3,900,900,450,2,12.25,,,,,0,0,,短？短怎么了！短怎么了！！！,,,,,,10,,,,5,,,,,,,,,,,,,,,,UI/DOTA-ITEM/115.png,2,,,,,2,10,2,45,104,194,6,9.8,0,0,0,0,0,8,0,0,0,4,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,45;104;194;10015;10037;10069,,,,Material,,,NO,NO,,零件,1902500180,,,
181,武士头盔,零件,3,950,950,475,2,15.4,,,,,0,0,,像诺基亚一样坚固,,,,,,,,5,,,,90,,,,,,,,,,,,,,UI/DOTA-ITEM/123.png,4,,,,,2,10,2,42,112,165,6,9.6,0,0,0,0,0,0,0,3,0,0,0,60,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,42;112;165;10014;10040;10059,,,,Material,,,NO,NO,,零件,1902500181,,,
182,法力之球,零件,3,1000,1000,500,2,9,,,,,0,0,,,,,,,,,30,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/139.png,4,,,,,2,11,2,30,114,162,6,4.5,0,0,0,0,0,0,15,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,30;114;162;218;10010;10041;10058;10078,,,,Material,,,NO,NO,,零件,1902500182,,,
183,生命之球,零件,3,1100,1100,550,2,10,,,,,0,0,,,,,,250,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/140.png,4,,,,,2,12,2,45,112,160,6,10,0,0,0,250,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,45;112;160;10015;10040;10057,,,,Material,,,NO,NO,,零件,1902500183,,,
184,元气之球,零件,3,1200,1200,600,2,13.4,,,,,0,0,,,,,,200,,,18,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/141.png,4,,,,,2,13,2,53,101,134,6,6.7,0,0,0,100,0,0,9,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,53;101;134;10018;10036;10048,,,,Material,,,NO,NO,,零件,1902500184,,,
185,魂戒卷轴,卷轴,3,125,125,62,2,0,,,,,0,0,可以合成魂戒,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/243+.png,4,,,,,10,10,0,51,114,209,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,51;114;209;10017;10041;10074,,,,Scroll,,,NO,NO,,卷轴,1702500185,,,
186,大魔杖卷轴,卷轴,2,150,150,75,2,0,,,,,0,0,可以合成大魔杖,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/507+.png,5,,,,,10,10,0,48,112,190,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,48;112;190;224;10016;10040;10068;10080,,,,Scroll,,,NO,NO,,卷轴,1702500186,,,
187,玄铁盾牌卷轴,卷轴,3,200,200,100,2,0,,,,,0,0,可以合成玄铁盾牌,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/249+.png,6,,,,,10,10,0,51,114,214,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,51;114;214;10017;10041;10076,,,,Scroll,,,NO,NO,,卷轴,1702500187,,,
188,勇气勋章卷轴,卷轴,3,200,200,100,2,0,,,,,0,0,可以合成勇气勋章,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/252+.png,6,,,,,18,18,0,71,117,187,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,71;117;187;10025;10042;10067,,,,Scroll,,,NO,NO,,卷轴,1702500188,,,
189,命匣卷轴,卷轴,3,250,250,125,2,0,,,,,0,0,可以合成命匣,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/251+.png,4,,,,,16,16,0,71,123,209,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,71;123;209;10025;10044;10074,,,,Scroll,,,NO,NO,,卷轴,1702500189,,,
190,祭品卷轴,卷轴,3,300,300,150,2,0,,,,,0,0,可以合成祭品,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/195+.png,4,,,,,25,25,0,107,143,160,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,107;143;160;10038;10051;10057,,,,Scroll,,,NO,NO,,卷轴,1702500190,,,
191,散华卷轴,卷轴,3,600,600,300,2,0,,,,,0,0,可以合成散华,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/203+.png,4,,,,,26,26,0,60,129,190,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,60;129;190;10021;10046;10068,,,,Scroll,,,NO,NO,,卷轴,1702500191,,,
192,夜叉卷轴,卷轴,3,600,600,300,2,0,,,,,0,0,可以合成夜叉,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/204+.png,4,,,,,26,26,0,55,126,184,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,55;126;184;214;268;10019;10045;10066;10076;10096,,,,Scroll,,,NO,NO,,卷轴,1702500192,,,
193,古之耐歌卷轴,卷轴,3,800,800,400,2,0,,,,,0,0,可以合成古之耐歌,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/242+.png,6,,,,,20,20,0,74,143,157,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,74;143;157;10026;10051;10056,,,,Scroll,,,NO,NO,,卷轴,1702500193,,,
194,梅肯卷轴,卷轴,3,900,900,450,2,0,,,,,0,0,可以合成梅肯,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/236+.png,4,,,,,21,21,0,63,132,229,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,63;132;229;10022;10047;10082,,,,Scroll,,,NO,NO,,卷轴,1702500194,,,
195,疯脸卷轴,卷轴,3,1000,1000,500,2,0,,,,,0,0,可以合成疯脸,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/197+.png,4,,,,,19,19,0,60,137,176,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,60;137;176;10021;10049;10063,,,,Scroll,,,NO,NO,,卷轴,1702500195,,,
196,大魔杖,合成品,4,456,456,228,2,11.25,大魔杖卷轴,小魔棒,树枝,树枝,0,0,,你一定是树枝买多了吧？,3,3,3,,,,,,,,,15,15,,,,,,,,,,,,,UI/DOTA-ITEM/508.png,3,,,,,2,10,2,,,,8,11.25,3,3,3,0,0,0,0,0,0,0,0,15,15,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500196,,,
197,魂戒,合成品,7,800,800,400,2,15.3,魂戒卷轴,回复戒指,艺人面罩,0,0,0,,卖血也要跟你拼了！,,,,,,,12,,,,,120,30,,,,,,,,,,,,,UI/DOTA-ITEM/243.png,2,,,,,2,10,2,10031,,,14,10.2,0,0,0,0,0,0,8,0,0,0,0,80,20,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,10031,,,,Assembled,,,NO,NO,,合成品,1902500197,,,
198,玄铁盾牌,合成品,6.5,803,803,401,2,15.4,玄铁盾牌卷轴,锁甲,树枝,0,0,0,,,2,2,2,,,,,5,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/249.png,4,,,,,2,10,2,,,,13,10.7,1,1,1,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500198,,,
199,命匣,合成品,7,875,875,437,2,17.1,命匣卷轴,艺人面罩,力量拳套,力量拳套,0,0,,曾经用来储存灵魂，现在用来储存骨灰,6,,,,,,,,,,,70,50,,,,,,,,,,,,,UI/DOTA-ITEM/251.png,2,,,,,10,16,3,,,,14,14.1,5,0,0,0,0,0,0,0,0,0,0,60,40,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500199,,,
200,绿鞋,合成品,5,975,975,487,2,26.3,鞋,防御指环,回复戒指,0,0,0,,警告：请勿戴在头上,7,7,7,,,,,1,,,,90,,,,,,,,,,,,,,UI/DOTA-ITEM/187.png,2,,,,,10,16,3,,,,10,11.9,3,3,3,0,0,0,0,1,0,0,0,30,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500200,,,
201,天鹰之戒,合成品,6,985,985,492,2,18.9,敏捷系带,圣殿指环,0,0,0,0,,,3,3,3,,,,,3,,,,,32,,,,,,,,,,,,,UI/DOTA-ITEM/250.png,4,,,,,10,15,3,,,,12,12.4,2,2,2,0,0,0,0,2,0,0,0,0,20,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500201,,,
202,勇气勋章,合成品,8,1075,1075,537,2,31.5,勇气勋章卷轴,锁甲,艺人面罩,0,0,0,,,,,,,,,,,,,,,50,,,6,,,,,,,,,,UI/DOTA-ITEM/252.png,4,,,,,18,18,4,,,,16,11.75,0,0,0,0,0,0,0,0,0,0,0,0,25,,0,2,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500202,,,
203,相位鞋,合成品,6,1350,1350,675,2,38.7,鞋,攻击利爪,攻击利爪,0,0,0,,小心地滑,9,9,9,,,24,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/191.png,3,,,,,10,19,3,,,,12,11.7,3,3,3,0,0,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500203,,,
204,力量假腿,合成品,7,1400,1400,700,2,42.15,鞋,加速手套,力量腰带,0,0,0,,没有说明书，但是至少附送了斧子和绷带,14,6,6,,,,,,,15,,,,,,,,,,,,,,,,UI/DOTA-ITEM/188.png,4,,,,,10,18,3,,,,14,10.05,3,2,2,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500204,,,
205,敏捷假腿,合成品,7,1400,1400,700,2,42.15,鞋,加速手套,敏捷皮靴,0,0,0,,穿戴过程中出现的一切问题都不在保修范围内,6,6,14,,,,,,,15,,,,,,,,,,,,,,,,UI/DOTA-ITEM/189.png,4,,,,,10,18,3,,,,14,10.05,2,2,3,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500205,,,
206,智力假腿,合成品,7,1400,1400,700,2,42.15,鞋,加速手套,智力长袍,0,0,0,,请在安装前认真确认左右方向,6,14,6,,,,,,,15,,,,,,,,,,,,,,,,UI/DOTA-ITEM/190.png,4,,,,,18,18,4,,,,14,10.05,2,3,2,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500206,,,
207,秘法鞋,合成品,5,1450,1450,725,2,37.2,鞋,法力之球,0,0,0,0,,战斗前闻一闻就会充满怒气,6,6,6,,,,40,,,,,,60,,,,,,,,,,,,,UI/DOTA-ITEM/192.png,3,,,,,11,17,3,,,,10,9.9,2,2,2,0,0,0,10,0,0,0,0,0,10,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500207,,,
208,空明禅杖,合成品,7,1675,1675,837,2,26.65,短棍,艺人面罩,智力长袍,0,0,0,,秃驴！休跟贫道抢师太！,,6,,,,15,,,,5,,,40,,,,,,,,,,,,,UI/DOTA-ITEM/226.png,4,,,,,10,18,3,,,,14,11.8,0,3,0,0,0,6,0,0,0,2,0,0,20,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500208,,,
209,坚韧法球,合成品,6,1750,1750,875,2,29.25,治疗指环,虚空宝石,0,0,0,0,,,,,,,,10,,,,,,200,75,,,,,,,,,,,,,UI/DOTA-ITEM/244.png,4,,,,,11,18,3,,,,12,14.25,0,0,0,0,0,5,0,0,0,0,0,100,35,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500209,,,
210,古之耐歌,合成品,8,1775,1775,887,2,26.1,古之耐歌卷轴,力量护腕,智力长袍,0,0,0,,,9,9,9,,,3,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/242.png,4,,,,,10,20,3,,,,16,9.9,3,3,3,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500210,,,
211,支配,合成品,6,1850,1850,925,2,31,吸血面具,武士头盔,0,0,0,0,,小怪兽们看了根本把持不住,,,,,,20,,5,,,,,,,,,,15,,,,,,,,UI/DOTA-ITEM/194.png,2,,,,,10,19,3,,,,12,11.2,0,0,0,0,0,7,0,2,0,0,0,0,0,,0,0,0,5,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500211,,,
212,疯脸,合成品,6,1900,1900,950,2,17,疯脸卷轴,吸血面具,0,0,0,0,,据说发疯以后就会变成这样,,,,,,,,-10,,20,,,,,,,,20,,,,,,,,UI/DOTA-ITEM/197.png,2,,,,,10,19,3,,,,12,10.5,0,0,0,0,0,0,0,,0,6,0,0,0,,0,0,0,5,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500212,,,
213,祭品,合成品,11,2050,2050,1025,2,44.35,祭品卷轴,吸血面具,回复戒指,圣殿指环,0,0,,,,,,,,,,5,,15,,,40,,,,,16,,,,,,,,UI/DOTA-ITEM/195.png,2,,,,,11,25,3,,,,22,11.65,0,0,0,0,0,0,0,2,0,3,0,0,10,,0,0,0,4,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500213,,,
214,魔抗头巾,合成品,10,2125,2125,1062,2,34.8,治疗指环,回复戒指,回复戒指,魔抗斗篷,0,0,,,,,,,,,,,12,,,180,,,,,,,,,,,,,,UI/DOTA-ITEM/232.png,4,,,,,10,18,3,,,,20,11,0,0,0,0,0,0,0,0,4,0,0,50,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500214,,,
215,冲锋盾,合成品,7,2225,2225,1112,2,33.6,小圆盾,生命之球,治疗指环,0,0,0,,无法撼动之物,,,,280,,,,4,,,,240,,,,,,,,,,,,,,UI/DOTA-ITEM/227.png,3,,,,,10,19,3,,,,14,12,0,0,0,100,0,0,0,1,0,0,0,100,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500215,,,
216,梅肯,合成品,13,2306,2306,1153,2,63.5,梅肯卷轴,回复之巾,玄铁盾牌,0,0,0,,不要放弃治疗！,5,5,5,,,,,,,,,,,,,5,,,,10,,,,,,UI/DOTA-ITEM/236.png,2,,,,,10,21,3,,,,26,9.7,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1902500216,,,
217,孜然羊肉串,消耗品,6,,6000,0,2,0,,,,,0,0,吃了它可以回复6点体力，最多可携带99个。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/504.png,5,大补丸,,6,,1,1,0,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,99,,,,Gold,,,,,,,,,,,,,,,,,,,,Consumable,Vitality,,YES,NO,,消耗品,2202500217,,,
218,经验药膏,消耗品,,,6000,1200,2,0,,,,,0,0,吃了它可以获得300点英雄经验值。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/502.png,4,经验丹,300,,,1,1,0,117,120,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,9999,,,,Gold,,,,,,,,,,,,,,,,117;120;123;126;129;132;134;137;140;146,,,,Consumable,Exp,,NO,NO,,消耗品,2202500218,,,
219,力量之斧,零件,7,1000,5000,2500,3,9,,,,,272,5,,不不，打架千万不能用斧头，无论在气势上还是作用上你就都输了,10,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/110.png,4,,,,,10,20,3,74,129,152,14,9,10,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,999,,,,Gold,,,,,,,,,,,,,,,,74,,,,Material,,,NO,NO,,零件,1903500219,,,
